title,composedby,key,timesig,bars,chordprog
I'm Always Chasing Rainbows,Harry Carroll and Joseph McCarthy,G,4 4,32,"GM7 | Am7/D | GM7 | Am7/D |
F#o7/G GM7 | Em7 | Am7 | D7 |
Bm7b5 | E7b9 | Am7 E7b9 | Am7 |
Em7 | A7 | Am7 | D7 |
Dm7 | G7 | CM7 | CM7 |
Bm7 | E7+ E7 | Em7 A7 | Am7 D7 |
GM7 | Am7/D | Bm7b5 | E7alt |
Am7 | A7 D7 | GM7 | Am7/D |"
No Two People,Frank Loesser,C,4 4,17,"Bb D7/A | Dm7b5/Ab G7+ | Em7b5 | Ebm6 |
Dm7 | Gm7 | Cm7b5 | F7b9 |
Bb D7/A | Dm7b5/Ab G7+ | Em7b5 | Ebm6 |
Dm7 Gm7 | Cm7 | F7 | Bb |
Bb |"
I Remember Bird,Leonard Feather,F,4 4,12,"Fm7 Bb7 | Ebm7 Ab7 | Cm7 F7 Bb7alt C7alt | F7 |
Fm7 Bb7 | Ebm7 Ab7 | Cm7 F7 Bb7alt C7alt | Am7b5 D7alt |
Ab7 G7 D7alt D7alt | Gm7 C7 | FM7 D7alt | Gm7 C7 |"
Isn't She Lovely,Stevie Wonder,E,4 4,16,"C#m7 | F#7 | F#m7/B | EM7 |
C#m7 | F#7 | F#m7/B | EM7 |
AM7 | G#7#5b9 | C#m7 | F#7 |
F#m7/B | F#m7/B | EM7 | EM7 |"
Liberia (soloing changes,John Coltrane,F,4 4,16,"A7b9 | Dm | Em A7 | Dm |
A7b9 | Dm | Em A7 | Dm |
A7b9 | Dm | Em A7 | Dm |
A7b9 | Dm | Em A7 | Dm |"
No Splice,Lee Konitz,Bb,4 4,32,"Gm7 | Am7b5 D7b9 | Gm7 | Gm7 |
Fm7 | Bb7 | EbM7 | EbM7 |
Am7b5 | D7b9 | Eb7 D7b9 | Gm7 |
Eb7 | Bbm7 Eb7 | AbM7 | Am7b5 D7 |
Gm7 | Am7b5 D7b9 | Gm7 | Gm7 |
Fm7 | Bb7 | EbM7 | EbM7 |
Eo7 | BbM7/F | F#o7 | Gm7 |
Eb7 | D7b9 | Gm7 | Am7b5 D7b9 |"
I'll Remember April,"Pat Johnson, Don Raye, and Gene De Paul",C,4 4,48,"GM7 | GM7 | GM7 | GM7 |
Gm | Gm+ | Gm6 | Gm+ |
Am7b5 | D7 | Bm7b5 | E7 |
Am7 | D7 | GM7 | GM7 G7alt |
Cm7 | F7 | BbM7 | Dm7 G7 |
Cm7 | F7 | BbM7 | BbM7 |
Am7 | D7 | GM7 | GM7 |
F#m7 | B7 | EM7 | Am7 D7 |
GM7 | GM7 | GM7 | GM7 |
Gm | Gm+ | Gm6 | Gm+ |
Am7b5 | D7 | Bm7b5 | E7 |
Am7 | D7 | GM7 | Am7 D7 |"
It's Alright With Me,Cole Porter,Eb,4 4,72,"Cm | CmM7 | Cm7 | Cm6 |
Cm | Cm | Fm | Fm |
Bb7 | Bb7 | Gm7b5 | C7 |
F7 | F7 | Dm7b5 | G7 |
Cm | CmM7 | Cm7 | Cm6 |
Cm | Cm | Fm | Fm |
Bb7 | Bb7 | Gm7b5 | C7 |
F7 | Bb7 | Eb | Eb |
Dbo | Dbo | Co | Co |
Bo | Bo | Eb | Eb |
Dbo | Dbo | Co | Co |
Bo | Bo | Eb | Dm7b5 G7 |
Cm | CmM7 | Cm7 | Cm6 |
Cm | Cm | Fm | Fm |
Bb7 | Bb7 | Gm7b5 | C7 |
F7 | F7 | Bb7 | Bb7 |
Eb | Eb7 | Ab | Gb7 Gb7b5 |
F7 | Bb7sus4 | Eb6 | G7b9 |"
Marie Antoinette,Wayne Shorter,C,4 4,14,"G7 | C7 | F#m7 B7 | Cm7 F7 |
Bb7 | Bm7 E7 | EbM7 | Dm7 G7alt |
Am7b5 Ab7 | Cm7 | Ab7 | Cm7 |
Ab7 Cm7 | Am7 D7 |"
How Sweet It Is,"Brian Holland, Lamont Dozier, and Eddie Holland",C,4 4,24,"CM7 CM7/B | Am7 Am7/D | GM7 C/G G C/G | G C/G G G |
CM7 CM7/B | Am7 Am7/D | GM7 C/G G C/G | GM7 C/G G C/G |
GM7 | Em7 | Am7/D | CM7 |
GM7 | Em7 | Am7/D | CM7 |
GM7 | CM7 | Em7 DM7 | CM7 |
GM7 | CM7 | GM7 | CM7 |"
It's Impossible,Armando Manzanero and Sid Wayne,G,4 4,31,"GM7 | GM7 | F#m7b5 | B7b9 |
Em7 | Dm7 G7 | Bm7b5 | E7b9 |
Am7 | Cm6 | GM7 | E7b9 |
Am7 | A7 | D7 | Am7 D7 |
GM7 | GM7 | F#m7b5 | B7b9 |
Em7 | Dm7 G7 | Bm7b5 | E7b9 |
Am7 | D7 | GM7 | Em7 |
Am7 D7 | GM7 Cm6 | GM7 |"
It's Only A Paper Moon,Harold Arlen,F,4 4,32,"F F#o7 | Gm7 C7 | Gm7 C7 | F |
F F7 | Bb Bo7 | C7 | F C7 |
F F#o7 | Gm7 C7 | Gm7 C7 | F |
F F7 | Bb Bo7 | C7 | F |
Bb Bo7 | F D7 | Gm7 C7 | F |
Bb Bo7 | F | Am7 D7 | Gm7 C7 |
F F#o7 | Gm7 C7 | Gm7 C7 | F |
F F7 | Bb Bo7 | C7 | F |"
Moanin' in the Mornin',Harold Arlen,C,4 4,34,"Bb6 Eb | Gm6 Gm6 Bb6 G7+ | C G+ | G+ G+ G+ C |
Bb6 Eb | Gm6 G7+ | E7 F+ | F+ F+ F+ F |
F6 | D7 D7 FM7 F | C Am | Em F6 |
Bbm Gb | Bbm Bbm6 | C CM7 C7 C7 | F Ebm Dm C |
Bb6 Eb | Gm6 Gm6 Bb6 G7+ | C G+ | G+ G+ G+ C |
Bb6 Eb | Gm6 G7+ | E7 F+ | F+ F+ F+ F |
F6 | D7 D7 FM7 F | C CM7 C6 C6 | Em Em A7 F+ |
F6 | Bo7 Ab9 G7sus G7 | C CM7 Am CM7 | F6 F6 D7sus G7 |
C C7 | C |"
Juke Box Saturday Night,Paul McGrane,F,4 4,32,"F | F | F F Bb C7 | F7 |
Bb | Bb | F Abo7 Gm7 C7 | F F Db9 C9 |
F | F | F F Bb C7 | F7 |
Bb | Bb | F Abo7 Gm7 C7 | F Gb F F |
Cm7 F7 | Cm7 F7 | Bb F+ | Bb6 |
Dm7 G7 | Dm7 G7 | C7 Gm7 | Gm7 C7 |
F | F | F F Bb C7 | F7 |
Bb | Bb | F Abo7 Gm7 C7 | F |"
Once In A While,Michael Edwards,C,4 4,32,"Eb | Eb | C7 | C7 |
Fm7 | Fm7 Bb7 | Eb | Fm7 Bb7 |
Eb | Eb | C7 | C7 |
Fm7 | Fm7 Bb7 | Eb | Eb D7 |
G | Am7 D7 | G | Am7 D7 |
G | Am7 D7 | G7 C7 | Fm7 Bb7 |
Eb | Eb | C7 | C7 |
Fm7 | Fm7 Bb7 | Eb | Eb |"
Happy Together,Garry Bonner and Alan Gordon,G,4 4,32,"Em | Em | D | D |
C | C | B | B |
Em | Em | D | D |
C | C | B | B |
E | Bm7 | E | G |
E | Bm7 | E | G |
Em | Em | D | D |
C | C | B | B |"
Jazz Me Blues,Tom Delaney,Eb,4 4,40,"Eb | Eb | Eb | F7 Bb7 |
Eb | Eb | Ebo7 | Bb7 Eb |
Eb | Eb | Eb | F7 Bb7 |
Eb | Eb | Fm7 Bb7 | Eb |
Bb7 | Bbo7 | Bb7 | Bb7 |
C7 | C7 | F7 | F7 |
Bb7 | Bb7 | Eb | Eb |
C7 | C7 | F7 | F7 |
Eb | G7 | Cm7 | Ebo7 |
F7 | Bb7 | Eb | Eb |"
Lonnie's Lament,John Coltrane,Eb,4 4,16,"Cm7 Dm7 | Eb6#11 Dm7 | Cm7 Dm7 | Eb6#11 Dm7 |
Cm7 Dm7 | Eb6#11 Dm7 | Cm7 Dm7 | Eb6#11 Dm7 |
Cm7 Bb7 | EbM7 AbM7 | Ab13 A13b9 | Ab13 G7b9 |
Cm7 Dm7 | Eb6 Eb6 Gm7 G7 | Cm7 Dm7 | Eb7 Dm7 |"
If I Were A Rich Man,Jerry Bock,C,4 4,40,"C | C | C | C |
G7 | Cm | F#o7 | G7 |
C | C | C | C |
G7 | Cm | D7b9 G7 | C |
Fm | Bb7 | EbM7 | EbM7 Bbm6 C7 C7 |
Fm | G7 | C | C7 |
Fm | Bb7 | EbM7 | EbM7 Bbm6 C7 C7 |
Fm | F#o7 | G7 | G7 |
C | C | C | C |
G7 | Cm | D7b9 G7 | C |"
One Foot in the Gutter,Clark Terry,F,4 4,32,"F7 | F7 | Bb7 | Bo7 |
F | D7 | G7 | C7 |
F7 | F7 | Bb7 | Bo7 |
F D7 | Gm7 C7 | F Bb | F |
C7 | C7 | F Gm7 | F/A F7 |
Bb | Bo7 | G7 | C7 |
F7 | F7 | Bb7 | Bo7 |
F D7 | Gm7 C7 | F Bb | F/A C7/G |"
If I Were A Carpenter,Tim Hardin,D,4 4,24,"D | C | G | D |
D | C | G | D |
D | C | G | D |
D | C | G | D |
C | D | Em C | D |
D | C | G | D |"
The Jody Grind,Horace Silver,Db,4 4,12,"Bbm7 | Bbm7 | Bbm7 | Bbm7 |
Eb7 | Eb7 | Bbm7 | Bbm7 |
A7#11 | B7#11 | Bbm7 | Bbm7 |"
It's A Lovely Day Today,Irving Berlin,Bb,4 4,36,"BbM7 Eb7 | Dm7 G7 | Cm7 F7 | Fm7 Bb7 |
EbM7 Ebm7 | Dm7 Dbo7 | Cm7 | F7 |
BbM7 Gm7 | Cm7 F7 | BbM7 G7 | Cm7 F7 |
BbM7 Eb7 | D7 Gm7 | C7 | Cm7 F7 |
BbM7 Eb7 | Dm7 G7 | Cm7 F7 | Fm7 Bb7 |
EbM7 Ebm7 | Dm7 Dbo7 | Cm7 | F7 |
BbM7 Gm7 | Cm7 F7 | BbM7 G7 | Cm7 F7 |
BbM7 Eb7 | D7 Gm7 | Am7 Ab7#11 | Dm7 G7 |
Em7b5 Ebo7 | BbM7 C7 | Cm7 F7 | BbM7 BbM7 Cm7 F7 |"
I Love Paris,Cole Porter,C,4 4,32,"Cm Ab/C | Cm6 Cm7 | CmM7 Cm7 | Cm6 Ab/C |
Cm6 Cm/Bb | Ao7 Ab7 | G7sus4 | G7b9 |
Dm7b5 | G7b9 | Dm7b5 | G7b9 |
Dm7b5 Ab7 | G7sus4 G7#5b9 | Cm6 | Cm G7sus4 |
CM7 | FM7/C | CM7 | FM7/C |
F#m7b5 FM7 | Em7 A7 | Dm7 | G7 |
FM7 | F#o7 B7b9 | Em7 FM7 | Em7 A7 |
Dm7 | G7sus4 G7b9 | C6 | Dm7b5 G7+ |"
I Can't Give You Anything But Love,Jimmy McHugh and Dorothy Fields,Eb,4 4,32,"Eb6 Ab7 | Gm7 Gbo7 | Fm7 | Bb7 |
Eb6 Ab7 | Gm7 Gbo7 | Fm7 | Bb7 |
Eb7 | Bbm7 Eb7 | Ab | Ab Ab G7 Gb7 |
F7 | Cm7 F7 | Bb7 | Fm7 Bb7 |
Eb6 Ab7 | Gm7 Gbo7 | Fm7 | Bb7 |
Eb6 | Bbm7 Eb7 | AbM7 | AbM7 |
AbM7 | Ao7 | Eb6/Bb | C7b9 |
Fm7 | Bb7 | EbM7 | Fm7 Bb7 |"
Nobody's Heart,Richard Rodgers,C,4 4,32,"FM7 G7 | Gm7 E7b9 | Am7 Dm7 | G7 C7b9 |
FM7 G7 | Gm7 E7b9 | Am7 Dm7 | Dm7 G7 |
Am7 Dm7 | Gm7 C7 | FM7 | FM7 |
Fm Fm+ | Fm6 Bb7 | CM7 CM7 Dm7/G G7 | Gm7/C C7b9 |
Fm Fm+ | Fm6 Bb7 | CM7 G7 | Gm7/C C7b9 |
Fm Fm+ | Fm6 Bb7 | Am7 | Bm7b5 Bb7 |
Am7 Dm7 | Gm7 C7 | Am7 D7 | Gm7 C7 |
FM7 F7+ | BbM7 BbM7 B7 C7 | FM7 | Gm7 C7 |"
Once I Loved,Antonio Carlos Jobim,C,4 4,44,"Gm7 | C7 | FM7 | F#o7 |
Gm7 | Bbo7 | FM7/A | Dm7 |
Fm7 | Bb7 | EbM7 | EbM7 |
Em7b5 | A7+ | DM7 | Am7 D7 Gm7 |
C7 | FM7 | F#o7 | Gm7 |
Bbo7 | FM7/A | Dm7 | Fm7 |
Bb7 | EbM7 | EbM7 | Em7b5 |
A7+ | DM7 | Dm7 G7 | CM7 |
Cm7 F7 | BbM7 | BbM7 | Bm7b5 |
Bbm6 | Am7 | D7 | G7 |
A7+ | Dm7 | Dm7 | Dm7 |"
Hawaii Five-O,Mort Stevens,Eb,4 4,17,"Cm | Bb | Cm | Eb |
Cm | Bb | Cm | Eb |
G7 | Cm | Cm | F7 |
Ab Bb | Cm | Ab Bb | Cm |
Cm |"
Lester Left Town,Wayne Shorter,Eb,4 4,64,"Dm7b5 | G7b9 | CmM7 | Am7b5 |
Dm7b5 | G7b9 | CmM7 | F7 |
Fm7 | Bm7 E7 | Bbm+ A7 | AbM7 |
Em7 | A7#11 | Bbm7 Eb7 | AbM7 |
Dm7b5 | G7b9 | CmM7 | Am7b5 |
Dm7b5 | G7b9 | CmM7 | F7 |
Fm7 | Bm7 E7 | Bbm+ A7 | AbM7 |
Em7 | A7#11 | Fm7 Bb7 | EbM7 |
Fm7/Bb | Bb7 | EbM7 | Db7#11 |
Cm7/Bb | Am7b5 D7b9 | Gm7 | Em7b5 |
Eb7 D7 | Db7 Gb7 | BM7 | Bbm7 Eb7 |
AbM7 | Gm7 C7 | Fm7 Bb7 | Ebm7 Ab7 |
Dm7b5 | G7b9 | CmM7 | Am7b5 |
Dm7b5 | G7b9 | CmM7 | F7 |
Fm7 | Bm7 E7 | Bbm+ A7 | AbM7 |
Em7 | A7#11 | Fm7 Bb7 | EbM7 |"
"Love, Look Away",Richard Rodgers,C,4 4,34,"CM7 | CM7 | F6 | CM7 |
Bm7b5 E7b9 | Am7 | Dm7 | Dm7/G |
CM7 | F6 | CM7 | CM7 |
Bm7b5 E7b9 | Am7 | Dm7 | Gm7 C7 |
FM7 | Dm7 G7 | CM7 | Gm7 C7 |
FM7 | Dm7 G7 | Em7 A7 | Dm7 G7 |
CM7 | CM7 | F6 | CM7 |
Bm7b5 E7b9 | Am7 Dm7b5 | Em7 A7 | Dm7 G7 |
C6 | Dm7 G7 |"
I'll Build A Stairway to Paradise,George Gershwin,C,4 4,32,"C G7 | C7 G7 | C | C7 |
F C7 | F7 | Em7 Ebo7 | G7/D |
C | C | Ab7 | Ab7 |
C G7#5/F | C7 A7b9 A7b9 A7b9 | D7 G7 | C C Co7 G7 |
C G7 | C7 G7 | C | C7 |
F C7 | F7 | Em7 Ebo7 | G7/D |
C | C | Ab7 | Ab7 |
C G7#5/F | C7 A7b9 A7b9 A7b9 | D7 G7 | C Ab9 C C |"
Nutty,Thelonious Monk,Bb,4 4,32,"BbM7 Bo7 | Cm7 C#o7 | BbM7/D BbM7/D Cm7 F7 | F7 |
BbM7 Bo7 | Cm7 C#o7 | BbM7/D BbM7/D Cm7 F7 | Cm7 F7 |
BbM7 Bo7 | Cm7 C#o7 | BbM7/D BbM7/D Cm7 F7 | F7 |
BbM7 Bo7 | Cm7 C#o7 | BbM7/D BbM7/D Cm7 F7 | Bb7 |
EbM7 C7b9 | Fm7 Bb7 | EbM7 EbM7 Fm7 Bb7b9 | Bb7b9 |
EbM7 C7b9 | Fm7 Bb7 | EbM7 | Cm7 B7#5 |
BbM7 Bo7 | Cm7 C#o7 | BbM7/D BbM7/D Cm7 F7 | F7 |
BbM7 Bo7 | Cm7 F7 | BbM7 BbM7 F7#5#9 BbM7 | BbM7 |"
N.Y.C.,Charles Strouse,G,4 4,36,"G | F G7 | C | Cm6 |
G | D7sus4 D7 | G | D7sus4 D7 |
G | F G7 | C | Cm6 |
G | D7sus4 D7 | G | G G GM7 G7 |
C Co7 | F G7 | F | E7+ E7 |
A Ao7 | Bm7 E7 | A A Bm7 E7 | A7sus4 A7 D7sus4 D7 |
G | F G7 | C | Cm6 |
G | D7sus4 | Dm7 G7 | C Cm6 |
G | D7sus4 D7 | G | D7sus4 D7 |"
How Do You Keep The Music Playing?,Michel Legrand,Bb,4 4,46,"Cm7 | F7sus4 F7 | BbM7 | Gm7 |
Cm7 | F7sus4 F7 | BbM7 | Dm/A |
Gm | C7sus4 C7 | FM7 | Dm7 |
Em7b5 | A7sus4 A7 | Dm | Dm7b5 G7b9 |
Cm7 | F7sus4 F7 | BbM7 | Gm7 |
EbM7 Dm7 | Cm7 | Cm7/F | F7 |
Bb | Bb | Gm Gm7 | C7sus4 C7 |
FM7 | BbM7 | Em7b5 | A7sus4 A7 |
Dm | Dm7b5 G7b9 | Cm7 | F7sus4 F7 |
BbM7 | Gm7 | EbM7 Dm7 | Dm7/G G7b9 |
Cm9 | Cm7b5 | F7sus4 | F7 |
Eb/Bb | Bb |"
It's De-Lovely,Cole Porter,F,4 4,36,"F | F+ | F6 | FM7 |
F6 | F#o7 | Gm7 C7 | Gm7 D7 |
Gm | Gm+ | Gm6 | C9 |
Gm7 | G#o7 | F6/A F6 | Gm7 C7 |
Cm7 F9 | Cm7 F9 | BbM7 BbM7 Cm7 C#m7 | Dm7 Cm7 BbM7 BbM7 |
Bbm6 | Bbm6 | C7 | C9sus4 C9 |
F | F+ | F6 | FM7 |
F6 | FM7 | Am7b5 | D7 |
Gm7 C7 | Gm7 C7 | F6 | Gm7 C7 |"
"Hit the Road, Jack",Percy Mayfield,Eb,4 4,8,"Cm Cm/Bb | Ab7 G7 | Cm Cm/Bb | Ab7 G7 |
Cm Cm/Bb | Ab7 G7 | Cm Cm/Bb | Ab7 G7 |"
Lascivious,Gene Ammons,Bb,4 4,24,"Bbm | Bbm | Bbm | Bbm Abo7 |
Ebm | Ebm | Bbm | Bbm |
Cm7b5 | F7 | Bbm | Bbm |
Bb7 | Bb7 | Bb7 | Bb7 |
Eb7 | Eb7 | Bb7 | Bb7 |
Cm7 | F7 | Bb7 | Bb7 |"
Just For the Love,John Coltrane,Ab,4 4,12,"AbM7 | FM7 GbM7 | FM7 | Cm7 F7 |
BbM7 | Bbm7 Eb7 | Am7 | D7 |
Gm7 | C13#11 | Am7 D7 | Bbm7 Eb7 |"
My Sweet Lord,George Harrison,F,4 4,14,"Gm | C7 | Gm | C7 |
Gm | C7 | Gm | C7 |
F | Dm | F | Dm |
F | F#o |"
I Don't Need Anything But You,Charles Strouse,C,4 4,56,"CM7 F/G | C | Em/D F/G | Em/D Dm G7 G7 |
CM7 F/G | C | Em/D F/G | Em/D Dm G7 G7 |
C CM7 | C9 C9b5 C9 C9+ | F | Fm6 |
C | Dm7 G7 | C | Dm7 G7 |
CM7 F/G | C | Em/D F/G | Em/D Dm G7 G7 |
CM7 F/G | C | Em/D F/G | Em/D Dm G7 G7 |
C CM7 | C9 C9b5 C9 C9+ | F | Fm6 |
C | Dm7 G7 | C | B7sus4 B7 |
Em | A | Em | A9 |
G/D | D7sus4 D7 | Dm7/G | G7 G7 G7sus4 G7 |
CM7 F/G | C | Em/D F/G | Em/D Dm G7 G7 |
CM7 F/G | C | Em/D F/G | Em/D Dm G7 G7 |
C CM7 | C9 C9b5 C9 C9+ | F | Fm6 |
C | F/G G7 | C | Dm7 G7 |"
I'm Gonna Sit Right Down and Write Myself A Letter,Fred E. Ahlert,C,4 4,32,"C CM7 | C G7+ | CM7 | CM7 |
CM7 C6 CM7 CM7 | E7 | F A7 | Dm |
Dm7 | G7sus4 G7 | C | Gm6 A7 |
D7 | D7 | G7 | G7 |
C CM7 | C G7+ | CM7 | CM7 |
CM7 C6 CM7 CM7 | E7 | F A7 | Dm |
F | F F#o7 | C Gm6 | A7 |
D7 | F G7 | C Dm7 | C G+ |"
Margie,"Benny Davis, Con Conrad, J. Russell Robinson",F,4 4,32,"F | F | Cm7 | F7 |
Bb | Bb | Bb | Eb7 |
F | F | Am7 | D7 |
G7 | G7 | C7 | C7 |
F | F | Cm7 | F7 |
Bb | Bb | A7 | A7 |
F | Gm7 C7 | F | D7 |
Gm7 | C7 | F | Gm7 C7 |"
Heebie Jeebies,Boyd Atkins,G,4 4,18,"D7 | D7 | G6 | G6 Bbo7 |
D7 A7/E | Fo7 D7/F# | G6 E7 | A7 D7 |
D7 | D7 | G6 | G6 G7 |
C6 C#o7 | G/D E7 | A7 D7 | G6 E7 |
A7 D7 | G6 G#o7 |"
Mack the Knife,Kurt Weil,C,4 4,32,"C6 F7 | Em7 A7 | Dm7 | G7 |
Dm7 | G7 | C6 | C6 |
C6/E | Ebo7 | Dm7 | G7 |
Dm7 | G7 | C6 A7 | Dm7 G7 |
C6 F7 | Em7 A7 | Dm7 | G7 |
Dm7 | G7 | C6 | C6 |
C6/E | Ebo7 | Dm7 | G7 |
Dm7 | G7 | C6 A7 | Dm7 G7 |"
Long Tall Dexter,Dexter Gordon,Bb,4 4,25,"Bb7 | Bb7 | Bb7 | Bb7 |
Eb7 | Eb7 | Bb7 | G7alt |
Cm7 | F7 | Bb7 G7 | Cm7 F7 |
Bb7 | Bb7 | Bb7 | Bb7 |
Eb7 | Eb7 | Bb7 | Cm7 |
F7 | F7 | Bb7 G7 | Bb7 G7 |
Bb7 |"
Hank's Tune,Hank Mobley,Ab,4 4,36,"Gm7 | C7 | Fm | Fm |
Bbm7 | Eb7 | AbM7 | Ebm7 Ab7 |
DbM7 | Gm7b5 C7 | Fm7 | Fm7 |
Fm7 | Bb7 | Bbm | Eb7 |
Gm7 | C7 | Fm | Fm |
Bbm7 | Eb7 | AbM7 | Ebm7 Ab7 |
DbM7 | Gm7b5 C7 | Fm | Fm |
Fm | E7 | AM7 | Bm7 E7 |
Bbm | Eb7alt | AbM7 | AbM7 |"
Hooray For Love,Harold Arlen,Eb,4 4,44,"EbM7 Cm7 | Fm7 Bb7 | EbM7 Cm7 | Fm7 Bb7 |
EbM7 Cm7 | Fm7 Fm7 Bbm7 Eb7 | AbM7 AbM7 Db7 C7 | Fm7 |
Bbm7 | Eb7 | AbM7 C7#9 | Fm7 Bb7 |
EbM7 Ab7 | Db7 C7#5 | F7 | Fm7 Bb7 |
EbM7 | Fm7 Bb7 | Fm7 Bb7 | Fm7 Bb7 |
EbM7 | Fm7 Bb7 | EbM7 Fm7 | EbM7/G F#o7 |
Fm7 Bb7 | EbM7 E7#11 | EbM7 Cm7 | Fm7 Bb7 |
EbM7 Cm7 | Fm7 Bb7 | EbM7 Cm7 | Fm7 Fm7 Bbm7 Eb7 |
AbM7 AbM7 Db7 C7 | Fm7 | Bbm7 | Eb7 |
AbM7 C7#9 | Fm7 Bb7 | EbM7 Ab7 | Db7 C7#5 |
F7 | Fm7 Bb7 | EbM7 | Fm7 Bb7 |"
Old Devil Moon,Burton Lane,C,4 4,44,"F6 | Cm7/F | F6 | Cm7/F |
F6 | Cm7/F | F6 | Cm7 F7 |
BbM7 | BbM7 | Bbm7 | Eb7 |
Abm7 Db7 | Gb6 C7 | F6 | F6 Cm7/F |
F6 | Cm7/F | DM7 | DM7 |
Dm7 | G7 | Gm7 | C7 |
F6 | Cm7/F | F6 | Cm7/F |
F6 | Cm7/F | F6 | Cm7 F7 |
BbM7 | BbM7 | Bbm7 | Bbm7 |
Abm7 Db7 | Gb6 C7 | F6 | F6 Cm7/F |
FM7 Cm7/F | FM7 Cm7/F | FM7 | Gm7 C7 |"
How Deep Is The Ocean?,Irving Berlin,Eb,4 4,32,"Cm6 Am7b5 | Dm7b5 G7+ | Cm7 Cm7/Bb | Am7b5 D7b9 |
Gm7 Em7b5 | Eb13#11 D7b9#11 | Gm7 Gb13 | Fm9 Bb13 |
EbM7 | Bbm7 A13 | Ab13 A13 | Ab13 |
Cm7b5 | F7#11 | B9 Bb9 | Dm7b5 G7 |
Cm6 Am7b5 | Dm7b5 G7+ | Cm7 Cm7/Bb | Am7b5 D7b9 |
Gm7 Em7b5 | Eb13#11 D7b9#11 | Gm7 Gb13 | Fm9 Bb13 |
EbM7 | Gm7b5 C7b9 | Fm7 | Abm7 Db7 |
EbM7 | F13#11 | Fm7/Bb Bb7b9 | EbM7 EbM7 Dm7b5 G7b9 |"
Lulu's Back In Town,"Al Dubin, Harry Warren",Eb,4 4,32,"Eb6 F7 | Bb7 Eb | Eb6 F7 | Bb7 Bb7 Eb6 Eb7 |
Ab6 Abm7 | Eb6 C7 | F7 F7 Fm7 Bb7 | Eb6 Eb6 Eb6 Bb7 |
Eb6 F7 | Bb7 Eb | Eb6 F7 | Bb7 Bb7 Eb6 Eb7 |
Ab6 Abm | Eb6 C7 | F7 F7 Fm7 Bb7 | Eb6 Eb6 Eb6 Bb7 |
Cm Cm Gm Fm | Eb6 | Cm Cm Gm Fm | Eb6 |
Cm Cm Gm Fm | Eb6 Eb6 Eb6 C+ | F7 F7 Dm F7 | Bb7 |
Eb6 F7 | Bb7 Eb | Eb6 F7 | Bb7 Bb7 Eb6 Eb7 |
Ab6 Abm7 | Eb6 C7 | F7 F7 Fm7 Bb7 | Eb6 |"
The Old Rugged Cross,George Bennard,C,3 4,32,"C C Co7 | C | F F Fo7 | F |
G7 F Em | Dm G7 G7 | C | C |
C C Co7 | C | F F Fo7 | D7 |
G7 | G7 | C F6 Ab7 | C |
Dm | G7 | C C Co7 | C |
F F F+ | Dm7 | C | C |
C/E C/E E7b5 | A7 | Dm7 | Dm7 Dm7 Fm6 |
C | G7 | C F6 Ab7 | C |"
Hot House,Tadd Dameron,C,4 4,32,"Gm7b5 | C7#11 | FmM7 | FmM7 |
Dm7b5 | G7 | CM7 | CM7 |
Gm7b5 | C7#11 | FmM7 | FmM7 |
Dm7b5 | G7 | CM7 | CM7 |
Cm7 | F13b9#11 | BbM7 | BbM7 |
Ab13b9#11 | Ab13b9#11 | G13b9#11 | G13b9#11 |
Gm7b5 | C7#11 | FmM7 | FmM7 |
Dm7b5 | G7 | CM7 | CM7 |"
I Hadn't Anyone Till You,Ray Noble,F,4 4,32,"Gm7 | C7 | F6 | F6 |
Am7 | D7 | G7 | G7 |
Bb Bbm | C7 A7 | Dm | Dm |
A Ab | Bm7 E7b9 | A7 Ao7 | G7 C7 |
Gm7 | C7 | F6 | F6 |
Am7 | D7 | G7 | G7 |
Bb6 | Db7 | F | Ao7 |
Gm7 | Gm7 C7 | F Db7 | F6 |"
Oasis,David Liebman,C,4 4,12,"FM7 | FM7#11 | FM7 | FM7#11 |
Ebm7 | BM7#11 | FM7 | FM7#11 |
Dmb6 | BbM7#11 A7alt | FM7 | EM7 |"
High Society,"Dan Swan, Allan Copeland, Mort Greene",C,4 4,32,"C | C G+ | C | C G+ |
C C C Co | C F | C | C C#o |
G7 | G7 Co | C | C Am7 |
D7 | D7 | Dm7 Fm7 | G7 G7+ |
C | C G+ | C | C G+ |
C C C Co | C F | C | C C7 |
F6 | F#o | C E7 | A7 |
D7 | G7 | C Dm7 | Co C |"
Lullaby Of Broadway,Harry Warren,C,4 4,44,"C C#o | Dm7 | G7 | C |
C C#o | Dm7 | G7 | C C7 |
F F#o | Gm7 | C7 | F |
F F#o | Gm7 | C7 | F G7 |
C C#o | Dm7 | G7 | C |
C C#o | Dm7 | G7 | Gm7 C7 |
F | Bb | F | C7 |
F F7 | Bb Bbm | F C7 | F |
F | Bb | F | C7 |
F F7 | Bb Bbm | F C7 | Db7 |
Gm7 | F | Db7 C7 | F |"
Minor Mood,Clifford Brown,Ab,4 4,24,"Fm | Bbm6 C7 | Fm | Bb7 |
Bbm7 | Bbm7 Eb7 | Gm7b5 C7#5 | Fm |
Fm Db7 | Db7 C7 | FmM7 FmM7 FmM7 C7b5#9 | C7b5#9 |
Fm | Bbm6 C7 | Fm | Bb7 |
Bbm7 | Bbm7 Eb7 | Gm7b5 C7#5 | Fm |
Fm Db7 | Db7 C7 | FmM7 | FmM7 |"
