title,composedby,key,timesig,bars,chordprog,key_tonic_pc,key_mode,key_score,num_tokens,funcional_prog,key_estimada,rare_chords
Three Bass Hit,Pat Martino,C,4 4,16,"Am7 | Am7 | Am7 B7b5 | E7#9 E7#9 E7#9 E7#9 Bb7b5 Bb7b5 Bb7b5 Am7 |
Am7 | Am7 | Am7 Abm7 | Db9#11 |
F#m7 | B7 | Em7 | A7 |
DM7 | GM7 G7#5 | C9#11 | C9#11 Db9#11 Db9#11 Db9#11 |",4,minor,28.3,29,iv iv iv V7 I7 I7 I7 I7 (6) (6) (6) iv iv iv iv (4) (9) ii V7 i IV7 bVII III III7 VI7 VI7 (9) (9) (9),Em,8
St. James Infirmary,Jim Primrose,C,4 4,16,"Dm A7/E | Dm | Dm Gm | A7 |
Dm A7/E | Dm Bb7 | Dm Dm Bb7 A7 | Dm |
Dm A7/E | Dm | Dm Gm | A7 |
Dm A7/E | Dm Bb7 | Dm Dm Bb7 A7 | Dm |",2,minor,55.099999999999994,30,i V7 i i iv V7 i V7 i VI7 i i VI7 V7 i i V7 i i iv V7 i V7 i VI7 i i VI7 V7 i,Dm,0
Small Fry,Hoagy Carmichael,Eb,4 4,32,"EbM7 C7 | F7 Bb7 | EbM7 C7 | F7 Bb7 |
Eb6 Eb7 | Ab7 Gm7 | Cm7 F7 | Fm7 Bb7 |
EbM7 C7 | F7 Bb7 | EbM7 C7 | F7 Bb7 |
Eb6 Eb7 | Ab7 Gm7 | F7 Bb7 | Eb6 Eb6 Bbm7 Eb7 |
Ab7 EbM7 | G7 Cm7 | Fm7 Bb7 | Eb6 Eb6 Bbm7 Eb7 |
Ab7 EbM7 | G7 Cm7 | F7 | Fm7 Bb7 |
EbM7 C7 | F7 Bb7 | EbM7 C7 | F7 Bb7 |
Eb6 Eb7 | Ab7 Gm7 | F7 Bb7 | Eb6 Bb7 |",3,major,86.00000000000001,67,I VI7 II7 V7 I VI7 II7 V7 I I7 IV7 iii vi II7 ii V7 I VI7 II7 V7 I VI7 II7 V7 I I7 IV7 iii II7 V7 I I v I7 IV7 I III7 vi ii V7 I I v I7 IV7 I III7 vi II7 ii V7 I VI7 II7 V7 I VI7 II7 V7 I I7 IV7 iii II7 V7 I V7,Eb,0
Tomorrow's Expectations,David Liebman,C,4 4,32,"Gb69 | F7#11 | Em7 | Eb7#11 |
Bm7 Bm7/A | Ab13#11 | GbM7#11 | EM7#11 |
Gb69 | F7#11 | Em7 | Eb7#11 |
Bm7 Bm7/A | Ab13#11 | GbM7#11 | EM7#11 |
Gm7b5 | C7alt | BM7 | BM7 |
G/Ab | Db7#11 | Cm7 Cm7/Bb | DbM7/Ab G7b6 |
Gb69 | F7#11 | Em7 | Eb7#11 |
Bm7 Bm7/A | Ab7#11 | GbM7#11 | EM7#11 |",7,major,29.39999999999999,37,VII bVII7 vi bVI7 iii iii bII7 VII VI VII bVII7 vi bVI7 iii iii bII7 VII VI iø IV7 III III I (6) iv iv (6) I7 VII bVII7 vi bVI7 iii iii bII7 VII VI,G,2
"Sing, Sing, Sing",Louis Prima,G,4 4,32,"Em7 B7 | Em7 B7 | Em7 B7 | Em7 B7alt |
Em7 B7 | Em7 B7 | Em7 | F#m7b5 B7alt Em7 Em7 |
Em7 B7 | Em7 B7 | Em7 B7 | Em7 B7alt |
Em7 B7 | Em7 B7 | Em7 | F#m7b5 B7alt Em7 Em7 |
GM7 | Am7 D7 | Am7 D7 | GM7 |
GM7 | Am7 D7 | Am7 D7 | GM7 B7alt |
Em7 B7 | Em7 B7 | Em7 B7 | Em7 B7alt |
Em7 B7 | Em7 B7 | Em7 | F#m7b5 B7alt Em7 Em7 |",4,minor,121.19999999999999,64,i V7 i V7 i V7 i V7 i V7 i V7 i iiø V7 i i i V7 i V7 i V7 i V7 i V7 i V7 i iiø V7 i i III iv bVII7 iv bVII7 III III iv bVII7 iv bVII7 III V7 i V7 i V7 i V7 i V7 i V7 i V7 i iiø V7 i i,Em,0
You Must Believe In Spring,Michel LeGrand,D,4 4,26,"C#m7b5 C#m7b5 C#m7b5 F#7b9 | F#7b9/B F#7b9/B Bm Bm7 | Em7 Em7 Em7 A7 | A7b9/D DM7 |
G#m7b5 G#m7b5 G#m7b5 C#7b9 | F#m7b5 F#m7b5 F#m7b5 B7b9 | Em7 Em7 A7sus A7 | DM7 DM7 C#m7b5 F#7 |
C#m7b5 C#m7b5 C#m7b5 F#7b9 | F#7b9/B F#7b9/B Bm Bm7 | Em7 Em7 Em7 A7 | A7b9/D DM7 |
G#m7b5 G#m7b5 G#m7b5 C#7b9 | Gm7b5 Gm7b5 Gm7b5 C7b9 | Fm7 Fm7 Fm7 Bb7 | EbM7 EbM7 Dm7b5 G7 |
Dm7b5 Dm7b5 Dm7b5 G7b9 | G7b9/C G7b9/C Cm Cm7 | Fm7 Fm7 Fm7 Bb7 | Bb7b9/Eb EbM7 |
Am7b5 Am7b5 Am7b5 D7b9 | Gm7b5 Gm7b5 Gm7b5 C7b9 | Fm7 Fm7 Fm7 Bb7 | EbM7 AbM7 |
Dm7b5 Dm7b5 Dm7b5/G G7 | Cm |",0,minor,74.79999999999998,93,bii bii bii (6) (6) (6) vii vii (4) (4) (4) (9) (9) II viø viø viø bII7 (6) (6) (6) VII7 (4) (4) (9) (9) II II bii (6) bii bii bii (6) (6) (6) vii vii (4) (4) (4) (9) (9) II viø viø viø bII7 vø vø vø I7 iv iv iv bVII7 III III iiø V7 iiø iiø iiø V7 V7 V7 i i iv iv iv bVII7 bVII7 III (9) (9) (9) II7 vø vø vø I7 iv iv iv bVII7 III VI iiø iiø iiø V7 i,Cm,27
A Summer Place,Max Steiner,G,6 4,45,"NC Em7 | Am7 Am7 Am7 Am7 Am7 D7 | G Em7 | Am7 Am7 Am7 Am7 Am7 D7 |
GM7 | Am7 D7 | GM7 | Am7 D7 |
G Em7 | Am7 Am7 Am7 Am7 Am7 D7 | G Em7 | Am7 Am7 Am7 Am7 Am7 D7 |
G Em7 | Am7 Am7 Am7 Am7 Am7 D7 | GM7 | Am7 D7 |
GM7 | Am7 D7 | G Em7 | Am7 D7 |
G Em7 | Am7 D7 | Em G | Cb5 Am7 |
G Em7 | Am11 Cm6 | G Am | A9 |
D7 | D7 | G Em7 | Am7 Am7 Am7 Am7 Am7 D7 |
G Em7 | Am7 Am7 Am7 Am7 Am7 D7 | GM7 | Am7 D7 |
GM7 | Am7 D7 | G Em7 | Am7 D7 |
G Em7 | Am7 D7 | G Em7 | Am7 D7 |
G |",7,major,210.70000000000002,107,vi ii ii ii ii ii V7 I vi ii ii ii ii ii V7 I ii V7 I ii V7 I vi ii ii ii ii ii V7 I vi ii ii ii ii ii V7 I vi ii ii ii ii ii V7 I ii V7 I ii V7 I vi ii V7 I vi ii V7 vi I III ii I vi ii iv I ii II7 V7 V7 I vi ii ii ii ii ii V7 I vi ii ii ii ii ii V7 I ii V7 I ii V7 I vi ii V7 I vi ii V7 I vi ii V7 I,G,0
Unforgettable,Irving Gordon,C,4 4,32,"GM7 | GM7 | C#m7 | F#7 |
CM7 | CM7 | Em7 | A7 |
FM7 | Bb7 | CM7 F7 | Em7 A7 |
D7 | Am7 | D7#11 | D7+ |
GM7 | GM7 | C#m7 | F#7 |
CM7 | CM7 | Em7 | A7 |
FM7 | Bb7 | CM7 F7 | Em7 A7 |
Am7/D D7 | Dm7 G7 | CM7 | Am7 D7 |",7,major,50.39999999999999,39,I I (6) VII7 IV IV vi II7 bVII bIII7 IV bVII7 vi II7 V7 ii V7 V7 I I (6) VII7 IV IV vi II7 bVII bIII7 IV bVII7 vi II7 ii V7 v I7 IV ii V7,G,2
Spooky,Harry Middlebrooks and Mike Sharpe,Eb,4 4,16,"Cm7 | F6 | Cm7 | F6 |
Cm7 | F6 | Cm7 | F6 |
Cm7 | Cm7 | F7 | F#o7 |
Cm7 | F7 | Cm7 | G7alt |",10,major,22.0,16,ii V ii V ii V ii V ii ii V7 bvi ii V7 ii VI7,Bb,0
Sweet Georgia Brown,Ben Bernie,C,4 4,32,"D7 | D7 | D7 | D7 |
G7 | G7 | G7 | G7 |
C7 | C7 | C7 | C7 |
FM7 | FM7 | FM7 | Em7 A7#9 |
D7 | D7 | D7 | D7 |
G7 | G7 | G7 | G7 |
Dm7 | Em7b5 A7alt | Dm7 | Em7b5 A7alt |
F7 E7 | Eb7 D7 | G7 C7 | FM7 A7alt |",0,major,41.09999999999998,39,II7 II7 II7 II7 V7 V7 V7 V7 I7 I7 I7 I7 IV IV IV iii VI7 II7 II7 II7 II7 V7 V7 V7 V7 ii iiiø VI7 ii iiiø VI7 IV7 III7 bIII7 II7 V7 I7 IV VI7,C,0
Tea for Two,Vincent Youmans,Eb,4 4,32,"Bbm7 Eb7 | Bbm7 Eb7 | AbM7 Ab6 | AbM7 Ab6 |
Bbm7 Eb7 | Bbm7 Eb7 | Ab6 | Ab6 |
Dm7 G7 | Dm7 G7 | CM7 C6 | CM7 C6 |
Dm7 G7 | Dm7 G7 | C6 | Eb7 |
Bbm7 Eb7 | Bbm7 Eb7 | AbM7 Ab6 | AbM7 Ab6 |
Bbm7 Eb7 | Bbm7 Eb7 | Cm7b5 | F7 |
DbM7 Co | Bbm Ao | DbM7 | Dbm7 |
Bbm7 Eb7 | Bbm7 Eb7 | AbM7 | Cm7b5 F7b9 |",8,major,76.0,55,ii V7 ii V7 I I I I ii V7 ii V7 I I (6) VII7 (6) VII7 III III III III (6) VII7 (6) VII7 III V7 ii V7 ii V7 I I I I ii V7 ii V7 iiiø VI7 IV iiio ii bii IV iv ii V7 ii V7 I iiiø VI7,Ab,4
Room 608,Horace Silver,Bb,4 4,32,"BbM7 G7 | Cm7 F7 | Dm7 G7 | Cm7 F7 |
Fm7 Bb7 | EbM7 Eo7 | Dm7 G7 | Cm7 F7 |
BbM7 G7 | Cm7 F7 | Dm7 G7 | Cm7 F7 |
Fm7 Bb7 | EbM7 Eo7 | BbM7 | BbM7 |
Fm7b5 | Bb7#9 | EbM7 | EbM7 |
Abm7b5 | Db7alt | Gb7 | F7alt |
BbM7 G7 | Cm7 F7 | Dm7 G7 | Cm7 F7 |
Fm7 Bb7 | EbM7 Eo7 | BbM7 G7 | Cm7 F7 BbM7 BbM7 |",10,major,74.99999999999999,56,I VI7 ii V7 iii VI7 ii V7 v I7 IV (6) iii VI7 ii V7 I VI7 ii V7 iii VI7 ii V7 v I7 IV (6) I I vø I7 IV IV bvii bIII7 bVI7 V7 I VI7 ii V7 iii VI7 ii V7 v I7 IV (6) I VI7 ii V7 I I,Bb,3
Stompin' At the Savoy,Edgar Sampson,F,4 4,32,"FM7 | FM7 C7b9#11 | FM7 | FM7 F#o7 |
Gm7 | C7 | FM7 D7 | Gm7 C7b9#11 |
FM7 | FM7 C7b9#11 | FM7 | FM7 F#o7 |
Gm7 | C7 | FM7 | FM7 |
Bb7 B7 | Bb7 | Eb7 E7 | Eb7 |
Ab7 A7 | Ab7 | Db7 | C7 C7b9#11 |
FM7 | FM7 C7b9#11 | FM7 | FM7 F#o7 |
Gm7 | C7 | FM7 D7 | Gm7 C7b9#11 |",5,major,66.19999999999997,46,I I V7 I I bii ii V7 I VI7 ii V7 I I V7 I I bii ii V7 I I IV7 (6) IV7 bVII7 VII7 bVII7 bIII7 III7 bIII7 bVI7 V7 V7 I I V7 I I bii ii V7 I VI7 ii V7,F,1
A Woman in Love,Frank Loesser,Bb,4 4,36,"BbM7 | BbM7 | Cm7 | F7 |
Cm7 | F7 | BbM7 | BbM7 |
Dm7b5 | G7 | Cm7 | Am7b5 D7 |
Gm7 | Gm7 | Ebm7 Ab7 | Cm7 F7 |
BbM7 | BbM7 | Cm7 | F7 |
Cm7 | F7 | BbM7 | BbM7 |
Dm7b5 | G7 | Cm7 | Ebm7 Ab7 |
BbM7 | Cm7 F7 | Dm7b5 | G7 |
Cm7 | F7 | BbM7 | Cm7 F7 |",10,major,66.19999999999999,42,I I ii V7 ii V7 I I iiiø VI7 ii viiø III7 vi vi iv bVII7 ii V7 I I ii V7 ii V7 I I iiiø VI7 ii iv bVII7 I ii V7 iiiø VI7 ii V7 I ii V7,Bb,0
Some Other Spring,Irene Kitchings,C,4 4,32,"C G7+ | Gm6 Go7 | Dm Fm6 | Ab7 G7 |
C7 B+ Bb9 Bb9 | Eb Gm | Eb9 Eb9 D7 Co7 | Gm D7 G7+ G7+ |
C G7+ | Gm6 Go7 | Dm Fm6 | Ab7 G7 |
C7 B+ Bb9 Bb9 | Eb Gm | Fm7 Bo7 | Eb Eb9 D7 D7 |
D6 D6 D6 Db6 | C7 C7 C7 D9 | G7 Go7 | Am7 D7 |
Em7 A7+ | D C7 C7 B | Ab9 A6 A9 A9 | D7 G7+ |
C G7+ | Gm6 Go7 | Dm Fm6 | Ab7 G7 |
C7 B+ Bb9 Bb9 | Cm6 Ab9 | C C D9 Fo7 | C G7+ |",0,major,67.19999999999995,86,I V7 v vo ii iv bVI7 V7 I7 VII7 bVII7 bVII7 bIII v bIII7 bIII7 II7 io v II7 V7 V7 I V7 v vo ii iv bVI7 V7 I7 VII7 bVII7 bVII7 bIII v iv viio bIII bIII7 II7 II7 II II II bII I7 I7 I7 II7 V7 vo vi II7 iii VI7 II I7 I7 VII bVI7 VI VI7 VI7 II7 V7 I V7 v vo ii iv bVI7 V7 I7 VII7 bVII7 bVII7 i bVI7 I I II7 ivo I V7,C,0
Remote Approach,Michael Metz,C,4 4,33,"Bbm7 | BbmMaj7 | Bbm7 | Eb9 |
Gbmaj7 | Ebm7 | Cm7b5 | F7 |
Bbm7 | BbmMaj7 | Bbm7 | Eb9 |
Gbmaj7 | Ebm7 | Em7 A9 | Ebm7 Ab7 |
Dbmaj7 Ebm7 | Fm7 Ebm7 | Dbmaj7 Ebm7 | Fm7 Ebm7 |
Dbmaj7 F7 | Bbm7 Bbm7 Abm7 Db7 | Gbmaj7 | Cm7b5 F7 |
Bbm7 | BbmMaj7 | Bbm7 | Eb9 |
Gbmaj7 | Ebm7 | Cm7b5 | F7 |
Db69 |",10,minor,71.1,44,i i i IV7 VI iv iiø V7 i i i IV7 VI iv (6) VII7 iv bVII7 III iv v iv III iv v iv III V7 i i bvii III7 VI iiø V7 i i i IV7 VI iv iiø V7 III,Bbm,1
Steeplechase,Charlie Parker,Bb,4 4,32,"Bb | Cm7 F7 | Bb G7 | Cm7 F7 |
Bb | Cm7 F7 | Bb G7 | Cm7 F7 Bb Bb |
Bb | Cm7 F7 | Bb G7 | Cm7 F7 |
Bb | Cm7 F7 | Bb G7 | Cm7 F7 Bb Bb |
D7 | D7 | G7 | G7 |
C7 | C7 | F7 | F7 |
Bb | Cm7 F7 | Bb G7 | Cm7 F7 |
Bb | Cm7 F7 | Bb G7 | Cm7 F7 Bb Bb |",10,major,92.8,56,I ii V7 I VI7 ii V7 I ii V7 I VI7 ii V7 I I I ii V7 I VI7 ii V7 I ii V7 I VI7 ii V7 I I III7 III7 VI7 VI7 II7 II7 V7 V7 I ii V7 I VI7 ii V7 I ii V7 I VI7 ii V7 I I,Bb,0
When You Wish Upon A Star,Leigh Harline and Ned Washington,C,4 4,32,"C A7 | Dm7 | G7 | Co C C C |
C Ebo | Dm7 G7 | Dm7 G7 | C G7 |
C A7 | Dm7 | G7 | Co C C C |
C Ebo | Dm7 G7 | Dm7 G7 | C |
Dm7b5 G7 | C | G7 | C |
Am7 D7 | Am7 D7 | Dm7b5 G7 | G7 |
C A7 | Dm7 | G7 | Co C C C |
C Ebo | Dm7 G7 | Dm7 G7 | C |",0,major,95.50000000000003,58,I VI7 ii V7 io I I I I biii ii V7 ii V7 I V7 I VI7 ii V7 io I I I I biii ii V7 ii V7 I iiø V7 I V7 I vi II7 vi II7 iiø V7 V7 I VI7 ii V7 io I I I I biii ii V7 ii V7 I,C,0
Put On A Happy Face,Charles Strouse and Lee Adams,Eb,4 4,32,"Eb6 AbM7 | Gm7 C7 | Fm7 Bb7 | Fm7 Bb7 |
Eb6 AbM7 | Gm7 C7 | Fm7 Bb7 | Bbm7 Eb7 |
AbM7 D7 | G7 C7 | F7 Bb7 | EbM7 Eb7 |
AbM7 D7 | G7 C7 | F7 | Fm7 Bb7 |
Eb6 AbM7 | Gm7 C7 | Fm7 Bb7 | Fm7 Bb7 |
Eb6 AbM7 | Gm7 C7 | Fm7 Bb7 | Bbm7 Eb7 |
AbM7 | Gm7 C7 | Fm7 Fm7/Eb | Db9#11 C7 |
F7 | Fm7 Bb7 | Eb6 | Fm7 Bb7 |",3,major,86.3,60,I IV iii VI7 ii V7 ii V7 I IV iii VI7 ii V7 v I7 IV VII7 III7 VI7 II7 V7 I I7 IV VII7 III7 VI7 II7 ii V7 I IV iii VI7 ii V7 ii V7 I IV iii VI7 ii V7 v I7 IV iii VI7 ii ii bVII7 VI7 II7 ii V7 I ii V7,Eb,0
Sippin' At Bells,Miles Davis,F,4 4,12,"FM7 | Fm7 Bb7 | Am7 Gm7 | F#m7 B7 |
Bb7 | Bbm7 Eb7 | Am7 | Abm7 Db7 |
Gm7 C7 | C#m7 F#7 | Am7 Ab7 | DbM7 Gb7 |",5,major,17.400000000000006,21,I i IV7 iii ii bii (6) IV7 iv bVII7 iii biii bVI7 ii V7 bvi bII7 iii bIII7 bVI bII7,F,1
Woman,John Lennon,C,4 4,61,"F Gm | F Gm | F Dm | Gm Gm Csus C |
Bb Gm7 | Am Am Csus C | F Gm | F Gm |
F Gm | Gm Gm Csus C | Bb Gm | Am |
Csus | C | Fmaj7 | Dm |
Gm | C6 | Fmaj7 | Dm |
Gm | C6 | F Gm | F Gm |
F Dm | Gm Gm Csus C | Bb Gm7 | Am Am Csus C |
F Gm | F Gm | F Gm | Gm Gm Csus C |
Bb Gm | Am | Csus | C |
Fmaj7 | Dm | Gm | C6 |
Fmaj7 | Dm | Gm | C6 |
F# Abm | F# Abm | F# Ebm | Abm Abm Dbsus Db |
F# Abm | Bbm | Dbsus | Db |
F#maj7 | Ebm7 | Abm | Db6 |
F#maj7 | Ebm7 | Abm | Db6 |
F#6 |",5,major,137.80000000000007,102,I ii I ii I vi ii ii V7 V IV ii iii iii V7 V I ii I ii I ii ii ii V7 V IV ii iii V7 V I vi ii V I vi ii V I ii I ii I vi ii ii V7 V IV ii iii iii V7 V I ii I ii I ii ii ii V7 V IV ii iii V7 V I vi ii V I vi ii V bII biii bII biii bII bvii biii biii bVI7 bVI bII biii iv bVI7 bVI bII bvii biii bVI bII bvii biii bVI bII,F,0
You Stepped Out Of A Dream,Nacio Herb Brown,C,4 4,32,"CM7 C6 | CM7 C6 | DbM7 Db6 | DbM7 Db6 |
Bbm7 | Eb7 | AbM7 | Ab6 |
Gm7 | C7 | FM7 | FM7 |
Am7 | D7 | Ab9 | G13 |
CM7 C6 | CM7 C6 | DbM7 Db6 | DbM7 Db6 |
Bbm7 | Eb7 | Gb9b5 | F7sus4 F7b9 |
Dm7b5 | G7 | Em F7 | Em7 A7 |
Dm7 | G7 G7+ | CM7 C6 | C G7sus4 |",0,major,48.4,46,I I I I bII bII bII bII bvii bIII7 bVI bVI v I7 IV IV vi II7 bVI7 V7 I I I I bII bII bII bII bvii bIII7 (6) IV7 IV7 iiø V7 iii IV7 iii VI7 ii V7 V7 I I I V7,C,1
Reincarnation Of A Lovebird,Charles Mingus,Bb,4 4,66,"GmM7 | EbM7 | A7b5 | D7#5 |
Gm7 | EbM7#11 | A7 | D7 |
Gm6 | EbM7 | Cm7 | E7 |
A7#9 | D7#5 | GmM7 | A7#5 D7b9 |
GmM7 | EbM7 | A7 | D7 |
Gm7 | EbM7#11 | A7 | D7 |
Gm7 | EbM7 | Cm7 | EM7 |
A7 | D7#5#9 | Gm7 | Gm7 |
Gm7 C7 | Gm7 C7 | FM7 BbM7#11 | FM7 BbM7#11 |
Bbm7 | Eb7 | AbM7 | Cm7b5 F7b9 |
Bbm7 | Eb7b9 | A7#9 | DM7 |
GmM7 | EbM7 | A7b5 | D7#5 |
Gm7 | EbM7#11 | A7 | D7 |
Gm6 | EbM7 | Cm7 | E7 |
A7#9 | D7#5 | GmM7 | A7#5 D7b9 |
Cm7 | EM7 | A7 | D7#5#9 |
Gm | Gm |",7,minor,97.3,73,i VI II7 V7 i VI II7 V7 i VI iv (9) II7 V7 i II7 V7 i VI II7 V7 i VI II7 V7 i VI iv (9) II7 V7 i i i IV7 i IV7 bVII III bVII III iii VI7 bII ivø bVII7 iii VI7 II7 V i VI II7 V7 i VI II7 V7 i VI iv (9) II7 V7 i II7 V7 iv (9) II7 V7 i i,Gm,4
A RideOn A Rainbow,Jule Styne,G,4 4,40,"GM7 | GM7 | GM7 | GM7 |
D7 | D7 Am7 | D7 Am7 | D7 Am7 |
D7 | Am7 D7 | Am E+ | Am7 D7 |
G Bm | Am7 D7 | G | Am7 D7b9 |
GM7 | GM7 | GM7 | G7 |
CM7 C6 | C G7+ | C6 | C6 Cm6 |
G | G6 | Am7 | D7 D7 Am B7 |
Em | Em7 | A7 | A7 Cm6 |
G | G Em | Am7 Am7 Am7 D7 | Am7 D7b9 |
G | Em | Am7 | D7 |",7,major,109.20000000000002,61,I I I I V7 V7 ii V7 ii V7 ii V7 ii V7 ii VI7 ii V7 I iii ii V7 I ii V7 I I I I7 IV IV IV I7 IV IV iv I I ii V7 V7 ii III7 vi vi II7 II7 iv I I vi ii ii ii V7 ii V7 I vi ii V7,G,0
You'd Be So Nice to Come Home To,Cole Porter,C,4 4,32,"Am | Bm7b5 E7alt | Am | Am |
Gm7 | C7 | F | F |
Bm7b5 | E7 | Am | Gm7 |
F#m7b5 | B7 | Bm7b5 | E7alt |
Am | Bm7b5 E7 | Am | Am |
Gm7 | C7 | F | F |
Dm7 G7 | C | Bm7b5 E7alt | Am |
Em7 Ab7 | Ab7 G7 | C | Bm7b5 E7alt |",9,minor,56.999999999999986,39,i iiø V7 i i bvii III7 VI VI iiø V7 i bvii (9) II7 iiø V7 i iiø V7 i i bvii III7 VI VI iv bVII7 III iiø V7 i v VII7 VII7 bVII7 III iiø V7,Am,1
September In The Rain IV version,Harry Warren,Eb,4 4,32,"Eb69 | Bbm7 Eb7 | AbM7 | AbM7 |
Db7 | Fm7 Bb7 | Eb69 | Bb7sus4 |
Eb69 | Bbm7 Eb7 | AbM7 | AbM7 |
Db7 | Fm7 Bb7 | Eb69 | Cm7 F7 |
Bbm7 Eb7 | Bbm7 Eb7 | Ab69 | Ab69 |
Cm7 F7 | Cm7 F7 | Fm7 | Bb7alt |
Eb69 | Bbm7 Eb7 | AbM7 | AbM7 |
Db7 | Fm7 Bb7 | Eb69 | Bb7sus4 |",3,major,60.09999999999999,43,I v I7 IV IV bVII7 ii V7 I V7 I v I7 IV IV bVII7 ii V7 I vi II7 v I7 v I7 IV IV vi II7 vi II7 ii V7 I v I7 IV IV bVII7 ii V7 I V7,Eb,0
Pfrancing No Blues,Miles Davis,F,4 4,12,"F7 | F7 | F7 | F7 |
Bb7 | Bb7 | F7 | Ab7 |
Db7 | C7#9 | F7 | F7 |",10,minor,15.900000000000002,12,V7 V7 V7 V7 I7 I7 V7 bVII7 III7 II7 V7 V7,Bbm,0
We Have All the Time in the World,John Barry,A,4 4,32,"A | F#m | C#m7 | Em |
Bm | E7 | A | E7 |
A | F#m | C#m7 | Em |
Bm | E7 | A | A |
C | Bb | F FM7 | Bb |
Ab | Db | E7+ E7 | E7 |
A | F#m | C#m7 | Em |
F#m | Bm7 | A | A |",9,major,49.99999999999999,34,I vi iii v ii V7 I V7 I vi iii v ii V7 I I bIII bII bVI bVI bII VII III V7 V7 V7 I vi iii v vi ii I I,A,0
Woodchopper's Ball,Joe Bishop and Woody Herman,Db,4 4,12,"Db6 | Db6 | Db6 | Bb7 |
Gb7 | Gb7 | Db6 | Db6 |
Ebm7 | Ab7 | Db6 | Db6 |",1,major,19.200000000000003,12,I I I VI7 IV7 IV7 I I ii V7 I I,Db,0
The Things We Did Last Summer,Jule Styne,F,4 4,32,"F D7 | Gm7 C7 | Am7 Bb | Am7b5 D7alt |
Gm7 Eb7 | Am7 Abm7 | Gm7 C7 | Am7 D7 Gm7 C7 |
F D7 | Gm7 C7 | Am7 Bb | Am7b5 D7alt |
Gm7 Eb7 | Am7 Abm7 | Gm7 C7 | F |
Cm7 F7 | Cm7 F7 | Bb Eb | Bb |
Dm7 G7 | Dm7 G7 | Gm7/C Abm7/Db | Gm7 C7 |
F D7 | Gm7 C7 | Am7 Bb | Am7b5 D7alt |
Gm7 Eb7 | Am7 Abm7 | Gm7 C7 | F C7 |",5,major,87.3,64,I VI7 ii V7 iii IV iiiø VI7 ii bVII7 iii biii ii V7 iii VI7 ii V7 I VI7 ii V7 iii IV iiiø VI7 ii bVII7 iii biii ii V7 I v I7 v I7 IV bVII IV vi II7 vi II7 ii biii ii V7 I VI7 ii V7 iii IV iiiø VI7 ii bVII7 iii biii ii V7 I V7,F,0
She Rote,Charlie Parker,Bb,4 4,32,"BbM7 | BbM7 | Ebm7 | Ab7 |
BbM7 | BbM7 | Dm7b5 | G7 |
Cm7 | Ebm7 Ab7 | BbM7 | Dm7 G7 |
C7 | C7 | Cm7 | F7 |
BbM7 | BbM7 | Ebm7 | Ab7 |
BbM7 | BbM7 | G7 | G7 |
Cm7 | F7 | BbM7 | G7b9 |
Cm7 | F7 | BbM7 G7 | Cm7 F7 |",10,major,47.69999999999999,36,I I iv bVII7 I I iiiø VI7 ii iv bVII7 I iii VI7 II7 II7 ii V7 I I iv bVII7 I I VI7 VI7 ii V7 I VI7 ii V7 I VI7 ii V7,Bb,0
When the Sun Comes Up,Unknown,C,4 4,44,"G#dim G9 | F#dim F9 | Em7 Ebmaj7 | D69 A7+ |
G9 Bb7 | B7 E7 A7 F#m/B | Dm6 Bb9 | B7 E7 A7 C#m7b5 |
D11 D13b9 | Gmaj9 C9 | Dmaj7 D#dim | Em7 A7+ |
G9 Bb7 | B7 E7 A7 F#m/B | Dm6 Bb9 | B7 E7 A7 C#m7b5 |
D11 D13b9 | Gmaj9 C9 | Dmaj7 D#dim | Em7 A7+ |
Dmaj7 Em6 | F#m7 F#m7 Gmaj7 G#dim | Am Am/G | F#m7b5 B7b9 |
Em7 F#m7 | Gmaj7 Gmaj7 F#m7 Bm7 | Bb9#11 A7 | Em7 A+ |
G9 Bb7 | B7 E7 A7 F#m/B | Dm6 Bb9 | B7 E7 A7 C#m7b5 |
D11 D13b9 | Gmaj9 C9 | Dmaj7 D#dim | Em7 Fdim |
F#m7 G9#11 | Bm/G# C9/G | F#7+ F#7/G# B7 B7 | E7/A# E7/A# Em9 A7b9 |
G#dim Gm6 | D/F# Fdim | Em9 Ebmaj9 | D69 |",2,major,112.80000000000005,107,(6) IV7 iiio bIII7 ii bII I V7 IV7 bVI7 VI7 II7 V7 iii i bVI7 VI7 II7 V7 viiø I7 I7 IV bVII7 I bii ii V7 IV7 bVI7 VI7 II7 V7 iii i bVI7 VI7 II7 V7 viiø I7 I7 IV bVII7 I bii ii V7 I ii iii iii IV (6) v v iiiø VI7 ii iii IV IV iii vi bVI7 V7 ii V7 IV7 bVI7 VI7 II7 V7 iii i bVI7 VI7 II7 V7 viiø I7 I7 IV bVII7 I bii ii biii iii IV7 vi bVII7 III7 III7 VI7 VI7 II7 II7 ii V7 (6) iv I biii ii bII I,D,3
Spontaneous Combustion,Cannonball Adderley,C,4 4,12,"Bb | Bb | Bb | Bb7 |
Eb7 | Eb7 | Bb | Bb |
Cm7 | F7 | Bb | Bb |",10,major,19.200000000000003,12,I I I I7 IV7 IV7 I I ii V7 I I,Bb,0
