title,composedby,key,timesig,bars,chordprog,key_tonic_pc,key_mode,key_score,num_tokens,funcional_prog,key_estimada,rare_chords
Volare,Domenico Modugno,Bb,4 4,36,"Cm7 | Cm7 G7b9 | Cm7 | Cm7 F7b9 |
Bb6 BbM7 | Bb6 F7 | Gm | Gm |
Cm7 F9 | Bb Bb Bb Gm7 | Cm7 F9 | Bb |
Gm | Gm7 Gm6 | Dm A7#5 | Dm7 |
D7 Cm | D7 | Gm | Eb Gm |
Ebm Bb+ | Ebm7 Ab7 | Db | F7 G7b9 |
Cm7 | Cm7 G7b9 | Cm7 | Cm7 F7b9 |
Bb6 BbM7 | Bb6 F7 | Gm | Gm |
Cm7 F9 | Bb Bb Bb Gm7 | Cm7 F9 | Bb G7b9 |",10,major,104.3,62,ii ii VI7 ii ii V7 I I I V7 vi vi ii V7 I I I vi ii V7 I vi vi vi iii VII7 iii III7 ii III7 vi IV vi iv I7 iv bVII7 bIII V7 VI7 ii ii VI7 ii ii V7 I I I V7 vi vi ii V7 I I I vi ii V7 I VI7,Bb,0
Spring is Here,Richard Rodgers,Ab,4 4,32,"Abo7 | Ab6 | Abo7 | Ab6 |
Cm7b5 F7 | Bbm | Cm7b5 F7 | Bbm Dbm |
AbM7 | Fm7 | Bbm7 Eb7 | Ab C7+ |
Fm FmM7 | Fm7 | Bb7 | Eb7 |
Abo7 | Ab6 | Abo7 | Ab6 |
Cm7b5 F7 | Bbm | Cm7b5 F7 | Bbm Dbm |
AbM7 | Fm7 | Bb7 | Bbm7 Eb7 |
Cm7 Fm7 | Bbm7 Eb7 | AbM7 | Eb7 |",8,major,60.79999999999999,44,io I io I iiiø VI7 ii iiiø VI7 ii iv I vi ii V7 I III7 vi vi vi II7 V7 io I io I iiiø VI7 ii iiiø VI7 ii iv I vi II7 ii V7 iii vi ii V7 I V7,Ab,0
Too Marvelous For Words,Richard Whiting,G,4 4,32,"Am7 | D7 | Am7 | D7 |
GM7 | C9#11 | Bm7 | E7alt |
Am7 | D7 | Am7 | D7 |
GM7 | C9#11 | BM7 BM7 C#m7 F#7 | BM7 |
Dm7 | G7sus4 | Dm7 | G7sus4 |
CM7 | F9#11 | Em7 A7 | Am7 D7 |
Am7 | D7 | GM7 | Bm7b5 E7b9 |
Am7 | F7 | Am7 D7sus4 | G69 |",7,major,51.69999999999998,39,ii V7 ii V7 I IV7 iii VI7 ii V7 ii V7 I IV7 III III (6) VII7 III v I7 v I7 IV bVII7 vi II7 ii V7 ii V7 I iiiø VI7 ii bVII7 ii V7 I,G,1
Why Can't You Behave,Cole Porter,Eb,4 4,44,"Eb | F7 Bb7 | Eb | Eb Eb Eb Bb7 |
Eb | G7b5 C7 C7 F7 | Bb | Bb |
Bbm7 Eb7b9 | Ab | G7 G7 C7+ C7 | F7 F7 Fm7 Bb7 |
Eb | F7 Bb7 | Eb | Eb Eb Eb Bb7 |
Eb | G7b5 C7 C7 F7 | Bb | Bb |
Bbm7 Eb7b9 | Ab | G7 G7 C7+ C7 | F7 F7 Fm7 Bb7 |
Eb | F7 Bb7 | Eb | Eb Eb Eb Bb7 |
Eb Eb Bb7+ Eb | F7 Bb7 | Eb | Eb |
Eb Eb Bb7+ Eb | G7b5 G7b5 C7 F7 | Bb | Bb |
Bbm7 Eb7b9 | Ab | G7 G7 C7+ C7 | F7 F7 Fm7 Bb7 |
Eb | F7 Bb7 | Eb | Eb Bb7 |",3,major,114.80000000000004,95,I II7 V7 I I I I V7 I III7 VI7 VI7 II7 V V v I7 IV III7 III7 VI7 VI7 II7 II7 ii V7 I II7 V7 I I I I V7 I III7 VI7 VI7 II7 V V v I7 IV III7 III7 VI7 VI7 II7 II7 ii V7 I II7 V7 I I I I V7 I I V7 I II7 V7 I I I I V7 I III7 III7 VI7 II7 V V v I7 IV III7 III7 VI7 VI7 II7 II7 ii V7 I II7 V7 I I V7,Eb,0
Show Me,Frederick Loewe,G,3 4,56,"G | D7sus4 | G | D7sus4 |
G | D7sus4 | G | G |
Bb | F7sus4 | Bb | F7sus4 |
Bb | F7sus4 | Bb | Bb |
D | D | D | A7 |
D | A7 | D | D |
D | D | D | Go A7 Go |
D Go Eb7 | D | Co D D | Co D Ebm6 |
G | D7sus4 | G | D7sus4 |
G | F6 | E7 E7sus4 E7sus4 | E7sus4 E7sus4 E7 |
Am | Am Am F9 | G | Eb7 |
G | Eb7 | G | A7b9#11 |
A7b9#11 | G | G | G G D7 |
G | Co G G | Co G G | Co D Ebm6 |",2,major,89.29999999999998,78,IV I7 IV I7 IV I7 IV IV bVI bIII7 bVI bIII7 bVI bIII7 bVI bVI I I I V7 I V7 I I I I I ivo V7 ivo I ivo bII7 I bvii I I bvii I bii IV I7 IV I7 IV bIII II7 II7 II7 II7 II7 II7 v v v bIII7 IV bII7 IV bII7 IV V7 V7 IV IV IV IV I7 IV bvii IV IV bvii IV IV bvii I bii,D,0
ThinkOnMe,George Cables,C,4 4,42,"Am7/D | Am7/D | Cm7/F | Cm7/F |
Am7/D | Am7/D | Cm7/F | Cm7/F |
CM7/B | BM7 | BM7/Bb | BbM7 |
Bbm7 Bbm7 A7#11 A7#11 A7#11 A7#11 A7#11 Abm7 | Abm7 Abm7/Gb Abm7/Gb EM7 EM7 EM7 EM7 EM7 | EM7 | Fm7 Bb7 |
EbM7 | A13b9 | Am7/D | Am7/D |
Cm7/F | Cm7/F | Am7/D | Am7/D |
Cm7/F | Cm7/F | CM7/B | BM7 |
BM7/Bb | BbM7 | Bbm7 Bbm7 A7#11 A7#11 A7#11 A7#11 A7#11 Abm7 | Abm7 Abm7/Gb Abm7/Gb EM7 EM7 EM7 EM7 EM7 |
EM7 | Fm7 Bb7 | EbM7 | A13b9 |
Dm7 | G7 | Em7 A7#5 | Dm7 |
BbM7 EbM7 | Dm11 |",8,minor,59.89999999999997,74,bii bii (4) (4) bii bii (4) (4) (4) III III II ii ii bII7 bII7 bII7 bII7 bII7 i i i i VI VI VI VI VI VI (9) II7 V bII7 bii bii (4) (4) bii bii (4) (4) (4) III III II ii ii bII7 bII7 bII7 bII7 bII7 i i i i VI VI VI VI VI VI (9) II7 V bII7 (6) VII7 vi bII7 (6) II V (6),Abm,15
Thad Jones Rhythm Changes,Bill Dobbins,Ab,4 4,32,"Ab69 F7alt | Bbm7 Eb7alt | Ab69 F7alt | Bbm7 Eb7b9 |
Ebm7 Ab7 | Db69 Do7 | Cm7 F7#9 | Bbm7 Eb7#9 |
Ab69 F7alt | Bbm7 Eb7alt | Ab69 F7alt | Bbm7 Eb7b9 |
Ebm7 Ab7 | Db69 Do7 | Cm7 F7#9 Bbm7 Eb7b9 | Ab69 |
Gm7 | C7 | Cm7 | F7 |
Fm7 | Bb7 | Bbm7 F7b9 | Bbm7 Eb7 |
Ab69 F7alt | Bbm7 Eb7alt | Ab69 F7alt | Bbm7 Eb7b9 |
Ebm7 Ab7 | Db69 Do7 | Cm7 F7#9 Bbm7 Eb7b9 | Ab69 |",8,major,84.10000000000001,60,I VI7 ii V7 I VI7 ii V7 v I7 IV (6) iii VI7 ii V7 I VI7 ii V7 I VI7 ii V7 v I7 IV (6) iii VI7 ii V7 I vii III7 iii VI7 vi II7 ii VI7 ii V7 I VI7 ii V7 I VI7 ii V7 v I7 IV (6) iii VI7 ii V7 I,Ab,3
A Sunday Kind Of Love,"Barbara Belle, Louis Prima, Anita Leonard, Stan Rhodes",C,4 4,32,"F6 F6 Am7 Abm7 | Gm7 C7b9 | Am7 D7b9 | Gm7 Bbm6 |
Am7 D7 | Gm7 C7 | F6 F6 Am7 Abm7 | Gm7 Gm7 Db9 C9 |
F6 F6 Am7 Abm7 | Gm7 C7b9 | Am7 D7b9 | Gm7 Bbm6 |
Am7 D7 | Gm7 C7 | F6 Gm7 | G#o7 F/A |
Cm7 F7 | Cm7 F7 | Bb6 Bb6 Cm7 F7b9 | Bb6 |
G7 Dm7 | G7 D7 G7b9 G7b9 | C7 F#o7 | Gm7 Gm7 Db9 C9 |
F6 F6 Am7 Abm7 | Gm7 C7b9 | Am7 D7b9 | Gm7 Bbm6 |
Am7 D7 | Gm7 C7 | F6 D7b9 | Gm7 Gm7 Db9 C9 |",5,major,111.30000000000004,81,I I iii biii ii V7 iii VI7 ii iv iii VI7 ii V7 I I iii biii ii ii bVI7 V7 I I iii biii ii V7 iii VI7 ii iv iii VI7 ii V7 I ii biii I v I7 v I7 IV IV v I7 IV II7 vi II7 VI7 II7 II7 V7 bii ii ii bVI7 V7 I I iii biii ii V7 iii VI7 ii iv iii VI7 ii V7 I VI7 ii ii bVI7 V7,F,0
Swing 42,Django Reinhardt,C,4 4,32,"C Am7 | Dm7 G7 | Em7 Am7 | Dm7 G7 |
Gm6 A7 | Dm7 G7 | C Am7 | Dm7 G7 |
C Am7 | Dm7 G7 | Em7 Am7 | Dm7 G7 |
Gm6 A7 | Dm7 G7 | C | F#m7 B7 |
E C#m7 | F#m7 B7 | E C#m7 | F#m7 B7 |
E C#m7 | F#m7 B7 | E | Dm7 G7 |
C Am7 | Dm7 G7 | Em7 Am7 | Dm7 G7 |
Gm6 A7 | Dm7 G7 | C C#dim7 | Dm7 G7 |",0,major,85.6,62,I vi ii V7 iii vi ii V7 v VI7 ii V7 I vi ii V7 I vi ii V7 iii vi ii V7 v VI7 ii V7 I (6) VII7 III bii (6) VII7 III bii (6) VII7 III bii (6) VII7 III ii V7 I vi ii V7 iii vi ii V7 v VI7 ii V7 I bii ii V7,C,4
Trail Dust,Jim Rotondi,F,4 4,16,"FM7 | Bb7 | FM7 | Bb7 |
FM7 | D7 | Gm7 | C7 |
Abm7 | Db7 | Abm7 | Db7 |
Gm7 | C7 | FM7 | C7 |",5,major,19.800000000000004,16,I IV7 I IV7 I VI7 ii V7 biii bVI7 biii bVI7 ii V7 I V7,F,0
Why Don't I?,Sonny Rollins,Eb,4 4,28,"Fm7 Abm7 | Gm7 Gbm7 | Fm7 Bb7b9 | Gm7b5 C7 |
Fm7 Bb7 | Gm7 C7 | Fm7 Bb7b9 | EbM7 C7alt |
Fm7 Abm7 | Gm7 Gbm7 | Fm7 Bb7b9 | Gm7b5 C7 |
Fm7 Bb7 | Gm7 C7 | Fm7 Bb7b9 | EbM7 |
Am7 | D7 | GM7 | Bm7 E7 |
Fm7 Abm7 | Gm7 Gbm7 | F7 Bb7b9 | Gm7b5 C7 |
Fm7 Bb7 | Gm7 C7 | Fm7 Bb7b9 | EbM7 C7alt |",3,major,65.1,52,ii iv iii biii ii V7 iiiø VI7 ii V7 iii VI7 ii V7 I VI7 ii iv iii biii ii V7 iiiø VI7 ii V7 iii VI7 ii V7 I (6) VII7 III bvi bII7 ii iv iii biii II7 V7 iiiø VI7 ii V7 iii VI7 ii V7 I VI7,Eb,1
You Are Always On My Mind,"Wayne Carson, Johnny Christopher, and Mark James",C,4 4,21,"Gmaj7 Em7 | D7sus D7 | Gmaj7 Em7 | D7sus D7 |
G | D | Em | C |
G | D | Em | A7/C# |
C | G | C G/B | Am7 Am7/G |
D | G | C D | G |
G |",7,major,47.99999999999999,28,I vi V7 V7 I vi V7 V7 I V vi IV I V vi II7 IV I IV I ii ii V I IV V I I,G,0
Pensativa,Clare Fischer,Gb,4 4,64,"Gb69 | Db7b9/Gb | Gb69 | Db7b9/Gb |
Gb69 | Eb7b9 | DM7 | Ab7#5 |
GM7#11 | G/F# | Em7 | Em7/D |
Abm7b5/Db Db7#9 | Db7#9 G7 | Gb69 | F7 |
Gb69 | Db7b9/Gb | Gb69 | Db7b9/Gb |
Gb69 | Eb7b9 | DM7 | Ab7#5 |
GM7#11 | G/F# | Em7 | Em7/D |
Abm7b5/Db Db7#9 | Db7#9 G7 | Gb69 | Dbm7 |
CM7 E7 | Am7 | FM7 | E7 |
Dm7 | G7 | C69 | Bm7b5 Bb7 |
A69 | F#m7 | Bm7b5 E7b9 | E7b9 |
AM7 | Ab7#5 | Dm7 | G7 |
Gb69 | Db7b9/Gb | Gb69 | Db7b9/Gb |
Gb69 | Eb7b9 | DM7 | Ab7#5 |
GM7#11 | G/F# | Em7 | Em7/D |
Abm7b5/Db Db7#9 | Db7#9 G7 | Gb69 | Db7b9/Gb |",6,major,59.49999999999996,73,I V7 I V7 I VI7 bVI II7 bII bII bvii bvii iiø V7 V7 bII7 I VII7 I V7 I V7 I VI7 bVI II7 bII bII bvii bvii iiø V7 V7 bII7 I v (6) bVII7 biii VII bVII7 bvi bII7 (6) ivø III7 bIII i ivø bVII7 bVII7 bIII II7 bvi bII7 I V7 I V7 I VI7 bVI II7 bII bII bvii bvii iiø V7 V7 bII7 I V7,Gb,2
Why Don't You Do Right?,Joe McCoy,F,4 4,12,"Dm6 Bm7b5 | Bb7 A7 | Dm6 Bm7b5 | Bb7 A7 |
Gm7 | Gm7 A7 | Dm6 Bm7b5 | Bb7 A7 |
Gm7 A7 | Gm7 A7 | Dm6 Bm7b5 | Bb7 A7 |",2,minor,31.599999999999998,23,i (9) VI7 V7 i (9) VI7 V7 iv iv V7 i (9) VI7 V7 iv V7 iv V7 i (9) VI7 V7,Dm,4
You're Gonna Hear From Me,Andre Previn,C,4 4,34,"C | Dm7 G7 | Gm7/C Gm7/C C9 C7b9 | F F Ab/Bb Bb9 |
C/G | A7b9 | Am7 D7b9 | Dm7/G Dm7/G G7 G7b9 |
C | Dm7 G7 | Gm7/C Gm7/C C9 C7b9 | F F Ab/Bb Bb9 |
C/G | A7b9 | Am7 D7b9 | G7sus4 G7 Gm7/C C7b9 |
FM7 F6 | Fm | C/G | B6/G C6 C6 Bbm7 |
Am7 | D7 | G7sus4 | G7sus4 Go7 Dm7/G G7+ |
Eb/Bb | Fm7 Bb7 | Bbm7 Bbm7 Eb9 Eb7b9 | Ab |
C/G | A7b9 | D7 D7 G7sus4 G7 | C Em7 A7 A7 |
D9 D9 G7sus4 G7 | C C C G7b9 |",0,major,93.90000000000002,79,I ii V7 v v I7 I7 IV IV bVI bVII7 I VI7 vi II7 ii ii V7 V7 I ii V7 v v I7 I7 IV IV bVI bVII7 I VI7 vi II7 V7 V7 v I7 IV IV iv I VII I I bvii vi II7 V7 V7 vo ii V7 bIII iv bVII7 bvii bvii bIII7 bIII7 bVI I VI7 II7 II7 V7 V7 I iii VI7 VI7 II7 II7 V7 V7 I I I V7,C,0
You Belong To My Heart,Agustin Lara and Ray Gilbert,Eb,4 4,32,"EbM7 | EbM7 Eo7 | Bb7/F | Bb7 |
Fm7 | Fm7 Bb7 | EbM7 | Fm7 Bb7 |
Eb | Eb Eo7 | Bb7/F | Bb7 |
Fm7 | Bb7 | EbM7 | Fm7 Bb7 |
EbM7 | EbM7 Eo7 | Bb7/F | Bb7 |
Fm7 | Fm7 Bb7 | EbM7 | Fm7 Bb7 |
Eb | Eb Eo7 | Bb7/F | Bb7 |
Fm7 | Bb7 | Eb6 | Fm7 Bb7 |",3,major,76.0,42,I I bii V7 V7 ii ii V7 I ii V7 I I bii V7 V7 ii V7 I ii V7 I I bii V7 V7 ii ii V7 I ii V7 I I bii V7 V7 ii V7 I ii V7,Eb,0
Release Me,"Eddie Miller, Dub Williams, Robert Yount",F,4 4,16,"F F F Fo | Bb6 F F7 F7 | Bb | Bb |
C7 | C7 | F | C7 |
F F F Fo | Bb6 F F7 F7 | Bb | Bb |
F | C7 | F | C7 |",5,major,46.4,28,I I I io IV I I7 I7 IV IV V7 V7 I V7 I I I io IV I I7 I7 IV IV I V7 I V7,F,0
They Were You,Harvey Schmidt,C,3 4,68,"C | C | Dm7 | G7 |
Dm7 | G7 | C | C |
Gm7 | C7 | F | Dm |
Dm7 | G7 | C | C |
C | C | Dm7 | G7 |
Dm7 | G7 | C | C |
Gm7 | C7 | F | Dm |
Dm7 | G7 | C | C7 |
F | F#o7 | C | Am |
Dm7 | G7 | C | C7 |
F | F#o7 | C | Am |
G | D7sus D7sus D7 | G7 | G7 |
C | C | Dm7 | G7 |
Dm7 | G7 | C | C |
Gm7 | C7 | F | Dm |
Dm7 | G7 | Am | D9 |
Dm7 | Dm7 Dm7 G7 | C | C |",0,major,119.20000000000005,72,I I ii V7 ii V7 I I v I7 IV ii ii V7 I I I I ii V7 ii V7 I I v I7 IV ii ii V7 I I7 IV (6) I vi ii V7 I I7 IV (6) I vi V II7 II7 II7 V7 V7 I I ii V7 ii V7 I I v I7 IV ii ii V7 vi II7 ii ii ii V7 I I,C,2
Robbin's Nest,"Sir Charless Thompson, Illinois Jacquet",Db,4 4,32,"DbM7 | DbM7 | Em7 | A7 |
Fm7 Eo7 | Ebm7 Ab7 | DbM7 Bb7b9 | Ebm7 Ab7b9 |
DbM7 | DbM7 | Em7 | A7 |
Fm7 Eo7 | Ebm7 Ab7 | DbM7 Ab7#5#9 | DbM7 |
F7b9 | F7b9 | Bb7b9 | Bb7b9 |
Eb7b9 | Eb7b9 | Ab7b9 | A7 Ab7 |
DbM7 | DbM7 | Em7 | A7 |
Fm7 Eo7 | Ebm7 Ab7 | DbM7 Ab7#5#9 | DbM7 |",1,major,57.499999999999986,43,I I biii bVI7 iii biii ii V7 I VI7 ii V7 I I biii bVI7 iii biii ii V7 I V7 I III7 III7 VI7 VI7 II7 II7 V7 bVI7 V7 I I biii bVI7 iii biii ii V7 I V7 I,Db,0
Summer In Central Park,Horace Silver,F,3 4,40,"FM7 | A7alt | Dm7 | G7 |
DbM7 | GbM7 | Gm7 | A7b9 |
DM7 | DM7 | Dm7 | Dm7 |
DM7 | DM7 | Dm7 | Dm7 |
DM7 | DM7 | Dm7 | Dm7 |
DM7 | DM7 | Dm7 | Dm7 |
Gm7 C7b9 | FM7 | A7alt | Dm7 G7 |
DbM7 | GbM7 | AM7 | DM7 |
DbM7 | DbM7 | Gm7 | C7b9 |
AbM7 | GbM7 | FM7 | Gm7 C7b9 |",2,minor,47.299999999999976,43,III V7 i IV7 VII (4) iv V7 I I i i I I i i I I i i I I i i iv bVII7 III V7 i IV7 VII (4) V I VII VII iv bVII7 (6) (4) III iv bVII7,Dm,4
The Single Petal of a Rose,Duke Ellington,Db,4 4,56,"DbM7 | DbM7 | DbM7 GbM7 | GbM7 |
DbM7 | DbM7 | Ebm7 | Ab7 |
DbM7 | DbM7 | DbM7 GbM7 | GbM7 |
Eb7 | DM7 | Bm7 DbM7 DbM7 DbM7 | BM7 DbM7 DbM7 DbM7 |
DbM7 | DbM7 | DbM7 GbM7 | GbM7 |
DbM7 | DbM7 | Ebm7 | Ab7 |
DbM7 | DbM7 | DbM7 GbM7 | GbM7 |
Eb7 | DM7 | Bm7 DbM7 DbM7 DbM7 | BM7 DbM7 DbM7 DbM7 |
Bbm | Bbm+ | Bbm6 | Ab7 |
Bbm | Bbm+ | Bbm6 | Ab7 Ab7 Ab7 D7 |
DbM7 | DbM7 | DbM7 GbM7 | GbM7 |
DbM7 | DbM7 | Ebm7 | Ab7 |
DbM7 | DbM7 | DbM7 GbM7 | GbM7 |
Eb7 | DM7 | Bm7 DbM7 DbM7 DbM7 | BM7 DbM7 DbM7 DbM7 |",1,major,141.50000000000003,83,I I I IV IV I I ii V7 I I I IV IV II7 bII bvii I I I bVII I I I I I I IV IV I I ii V7 I I I IV IV II7 bII bvii I I I bVII I I I vi vi vi V7 vi vi vi V7 V7 V7 bII7 I I I IV IV I I ii V7 I I I IV IV II7 bII bvii I I I bVII I I I,Db,0
Where Flamingos Fly,"Harold Courlander, El Thea, and John Benson Brooks",C,4 4,32,"Am Am+ | Am6 Am+ | Am Am+ | Am6 Am+ |
Am7 C9 | F6 F6 Dm7 G7b9 | C6 | C6 |
Am Am+ | Am6 Am+ | Am Am+ | Am6 Am+ |
Am7 C9 | F6 F6 Dm7 G7b9 | C6 | C9 C9+ |
F7 | C6 | F7 | C6 |
F7 | Am7 | F9 | E7 |
Am Am+ | Am6 Am+ | Am Am+ | Am6 Am+ |
Am7 C9 | F6 F6 Dm7 G7b9 | C6 | Bm7b5 E7 |",0,major,98.40000000000002,58,vi vi vi vi vi vi vi vi vi I7 IV IV ii V7 I I vi vi vi vi vi vi vi vi vi I7 IV IV ii V7 I I7 I7 IV7 I IV7 I IV7 vi IV7 III7 vi vi vi vi vi vi vi vi vi I7 IV IV ii V7 I viiø III7,C,0
Webb City,Bud Powell,Bb,4 4,32,"BbM7 Gm7 | Cm7 C#o7 | Dm7 G7b9 | Cm7 F7 |
Bb7 | Eb7 Ebm7 | Dm7 G7b9 | Cm7 F7 |
BbM7 Gm7 | Cm7 C#o7 | Dm7 G7b9 | Cm7 F7 |
Bb7 | Eb7 Ebm7 | Cm7 F7 | Bb6 |
Eb7 | Eb7 | Bb7 | G7#5 |
C7#11 | C7#11 | F7#5 | F7#5 |
BbM7 Gm7 | Cm7 C#o7 | Dm7 G7b9 | Cm7 F7 |
Bb7 | Eb7 Ebm7 | Cm7 F7 | Bb6 |",10,major,67.09999999999998,51,I vi ii biii iii VI7 ii V7 I7 IV7 iv iii VI7 ii V7 I vi ii biii iii VI7 ii V7 I7 IV7 iv ii V7 I IV7 IV7 I7 VI7 II7 II7 V7 V7 I vi ii biii iii VI7 ii V7 I7 IV7 iv ii V7 I,Bb,0
You've Got A Friend,Carole King,C,4 4,68,"Bb | Eb Eb/F | Bbsus Bb | Am7 D7 |
Gm | D7 | Gm D7 | Gm7 |
Cm7 | F7sus | Bb Bb4 | Bb |
Am7 | D7 | Gm D7 | Gm7 |
Cm7 | Dm7 | F7sus | F7sus |
Bb | Bbmaj7 | Eb | Cm7 F7sus |
Bb Bb Bb Cm7 | Dm7 | F7sus | F7sus |
Bb | Bbmaj7 | Eb | Gm7 |
Eb Dm7 | Cm7 F7sus | Bb | Eb5 Eb5/F |
Bbsus Bb | Am7 D7 | Cm7 F7sus | Eb/Ab Ab |
Eb | Bb Bbsus | Bbmaj7 | Eb |
Abmaj7 | Gm7 | C7 | F7sus |
F13 | Bb | Bbmaj7 | Ebmaj7 |
Cm7 F7sus | Bbmaj7 Bbmaj7 Bbmaj7 Cm7 | Dm7 | F7sus |
F7sus | Bb | Bbmaj7 | Ebmaj7 |
Gm7 | Eb Eb Bb/D Cm7 | F7sus | Bb |
Eb | Bb | Eb | Bbsus Bbsus Bb |",10,major,163.80000000000004,95,I IV IV I7 I vii III7 vi III7 vi III7 vi ii V7 I I I vii III7 vi III7 vi ii iii V7 V7 I I IV ii V7 I I I ii iii V7 V7 I I IV vi IV iii ii V7 I IV IV I7 I vii III7 ii V7 IV bVII IV I I7 I IV bVII vi II7 V7 V7 I I IV ii V7 I I I ii iii V7 V7 I I IV vi IV IV I ii V7 I IV I IV I7 I7 I,Bb,0
Question and Answer,Pat Metheny,C,3 4,56,"Dm | Dm#5 | Dm6 | Dm7 |
Gm7 | Am7 | BbM7 | C7sus4 |
Dm | Dm#5 | Dm6 | Cm7 Cm7 F7 |
B7#9 | Bb7b5 | A7#9 | Dm |
Dm | Dm#5 | Dm6 | Dm7 |
Gm7 | Am7 | BbM7 | C7sus4 |
Dm | Dm#5 | Dm6 | Cm7 Cm7 F7 |
B7#9 | Bb7b5 | A7#9 | Dm |
Gm7/D | D7b9 | Gm7/D | D7b9 |
Gm7 Gm7 Ab7 | DbM7 DbM7 E7 | AM7 AM7 C7 | FM7 FM7 A7b9 |
Dm | Dm#5 | Dm6 | Dm7 |
Gm7 | Am7 | BbM7 | C7sus4 |
Dm | Dm#5 | Dm6 | Cm7 Cm7 F7 |
B7#9 | Bb7b5 | A7#9 | Dm Dm G/A |",10,major,99.70000000000003,72,iii iii iii iii vi vii I II7 iii iii iii ii ii V7 bII7 I7 VII7 iii iii iii iii iii vi vii I II7 iii iii iii ii ii V7 bII7 I7 VII7 iii vi III7 vi III7 vi vi bVII7 bIII bIII (6) VII VII II7 V V VII7 iii iii iii iii vi vii I II7 iii iii iii ii ii V7 bII7 I7 VII7 iii iii VI,Bb,1
Something from Everyone,Paul Ferguson,C,3 4,32,"Eb7alt | G/Ab Ab69 | D7alt | F#/G GM7 |
C#7alt | F/F# F#m11 | Ebm7 | Ab7+ |
G7alt | G9/C C7#9 | F#7alt | F#9/B B7#9 |
F7alt | F9/B Bb7#9 | AM7 | Ab7alt |
Db69 | C9/B B13 | E69 | Ab13/G G13 |
C69 | G7/F# F#7alt | BM7 | Bb7alt |
A13#11 | G/Ab Ab69 | D7alt | G7#11 C9 |
F9sus | F7#9 | Dm7/F | E7 |",0,major,26.599999999999994,43,bIII7 V bVI II7 (6) V bII7 IV (6) biii bVI7 V7 V7 I7 (6) (6) VII7 IV7 IV7 bVII7 VI bVI7 bII I7 VII7 III bVI7 V7 I V7 (6) VII bVII7 VI7 V bVI II7 V7 I7 IV7 IV7 ii III7,C,5
Soon,George Gershwin,C,4 4,32,"Eb | Eb | Gm7b5 | C7+ C7 |
Fm | Fm | Abm | Bb7+ Bb7 |
Eb | Bbm7 Eb7 | Ab | Gm7b5 C7 |
Fm7 | Bb7 | Gm7 Cm7 | Fm7 Bb7 |
Eb | Eb | Gm7b5 | C7+ C7 |
Fm | Fm | Abm | Bb7+ Bb7 |
Eb | Bbm7 Eb7 | Ab | Db7 |
Gm Cm | Fm Bb7 | Eb | Eb |",3,major,61.899999999999984,43,I I iiiø VI7 VI7 ii ii iv V7 V7 I v I7 IV iiiø VI7 ii V7 iii vi ii V7 I I iiiø VI7 VI7 ii ii iv V7 V7 I v I7 IV bVII7 iii vi ii V7 I I,Eb,0
V,John Scofield,C,4 4,23,"AbM7#11 | Gm7 | F7sus4 | F7sus4 |
Em7 Em7 Em7 FM7#5 | Ebm7 | Dbm7 Bm7 | Cm7 |
BbM7 DbM7 | AbM7 BM7 | A | Bb |
A | Bb | A | Bb |
A | Bb | AM7 | BbM7#11 |
Eb13sus4 | G13sus4 E13sus4 | C13sus4 |",5,major,25.299999999999994,30,bIII ii I7 I7 vii vii vii I bvii bvi (6) v IV bVI bIII (6) III IV III IV III IV III IV III IV bVII7 II7 VII7 V7,F,2
Red Cross,Charlie Parker,Bb,4 4,32,"Bb | Bb | Bb | Bb |
Bb | B | Bb | Bb |
Bb | Bb | Bb | Bb |
Bb | B | Bb | Bb |
D7 | D7 | G7 | G7 |
C7 | C7 | F7 | F7 |
Bb | Bb | Bb | Bb |
Bb | B | Bb | Bb |",5,major,48.39999999999999,32,IV IV IV IV IV (6) IV IV IV IV IV IV IV (6) IV IV VI7 VI7 II7 II7 V7 V7 I7 I7 IV IV IV IV IV (6) IV IV,F,3
Pinocchio,Wayne Shorter,C,4 4,18,"Ab13 | Ab13 G13 | Gb13 | Gb13 G13 |
Gb7#5 | Gb7#5 | F13b9 | F13b9 |
Gb7#5#9 | F13 A13 | Ab13 | Ab13 |
Db9 | Gb7#5 | F13#11 | Gb13 |
B13 | B13 |",11,major,18.9,21,VI7 VI7 bVI7 V7 V7 bVI7 V7 V7 (6) (6) V7 (6) bVII7 VI7 VI7 II7 V7 (6) V7 I7 I7,B,4
